Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
31,0.14956855225311602,218,0.2062780269058296,7,3,0.24242313209808733,1,416,2,0.17006802721088435,100,4,2,0.17484662576687046,4,0.12481426448736999,6929,12241,4,0.16122448979591836,0.10436432637571158,11,3,2,80,1,10,3,2,8,7,7,7,0
39,0.14956855225311602,1132,0.1383975026014568,1,3,0.13577586206896552,1,417,3,0.17006802721088435,48,4,3,0.06870368828064846,4,0.10091743119266336,9613,10942,0,0.16122448979591836,0.10436432637571158,17,3,1,80,3,19,5,2,18,10,3,7,0
36,0.08000018359368788,1105,0.1383975026014568,24,4,0.14686468646864687,1,419,2,0.14795918367346939,47,3,2,0.23938223937897848,2,0.12481426448736999,5674,6927,7,0.16122448979591836,0.10436432637571158,15,3,3,80,1,11,3,3,9,8,0,8,0
32,0.14956855225311602,906,0.2062780269058296,7,3,0.14686468646864687,1,420,4,0.17006802721088435,91,2,2,0.17484662576687046,3,0.12481426448736999,5484,16985,1,0.16122448979591836,0.10436432637571158,14,3,3,80,1,13,3,2,13,8,4,8,0
38,0.14956855225311602,849,0.1383975026014568,25,2,0.14686468646864687,1,421,1,0.14795918367346939,81,2,3,0.02533683182797013,2,0.12481426448736999,12061,26707,3,0.16122448979591836,0.10436432637571158,17,3,3,80,1,19,2,3,10,8,0,1,0
58,0.08000018359368788,390,0.1383975026014568,1,4,0.14686468646864687,1,422,4,0.17006802721088435,32,1,2,0.06870368828064846,3,0.10091743119266336,5660,17056,2,0.16122448979591836,0.30528846153846156,13,3,4,80,1,12,2,3,5,3,1,2,0
31,0.14956855225311602,691,0.1383975026014568,5,4,0.24242313209808733,1,423,3,0.17006802721088435,86,3,1,0.16095890410958943,4,0.12481426448736999,4821,10077,0,0.16122448979591836,0.30528846153846156,12,3,3,80,1,6,4,3,5,2,0,3,0
31,0.14956855225311602,106,0.19008460036286423,2,3,0.22673012399864786,1,424,1,0.17006802721088435,62,2,2,0.22804546072229726,1,0.12481426448736999,6410,17822,3,0.16122448979591836,0.10436432637571158,12,3,4,80,0,9,1,3,2,2,1,0,0
45,0.2490974729235817,1249,0.1383975026014568,7,3,0.14686468646864687,1,425,1,0.17006802721088435,97,3,3,0.23938223937897848,1,0.10091743119266336,5210,20308,1,0.16122448979591836,0.10436432637571158,18,3,1,80,1,24,2,3,24,9,9,11,0
31,0.14956855225311602,192,0.1383975026014568,2,4,0.14686468646864687,1,426,3,0.17006802721088435,32,3,1,0.16095890410958943,4,0.10091743119266336,2695,7747,0,0.16122448979591836,0.30528846153846156,18,3,2,80,1,3,2,1,2,2,2,2,0
33,0.2490974729235817,553,0.1383975026014568,5,4,0.14686468646864687,1,428,4,0.14795918367346939,74,3,3,0.04905041685272943,2,0.12481426448736999,11878,23364,6,0.16122448979591836,0.10436432637571158,11,3,2,80,2,12,2,3,10,6,8,8,0
39,0.14956855225311602,117,0.1383975026014568,10,1,0.13577586206896552,1,429,3,0.17006802721088435,99,3,4,0.04905041685272943,1,0.12481426448736999,17068,5355,1,0.16122448979591836,0.30528846153846156,14,3,4,80,0,21,3,3,21,9,11,10,0
43,0.2490974729235817,185,0.1383975026014568,10,4,0.14686468646864687,1,430,3,0.14795918367346939,33,3,1,0.23938223937897848,4,0.2553191489361702,2455,10675,0,0.16122448979591836,0.10436432637571158,19,3,1,80,0,9,5,3,8,7,1,7,0
49,0.14956855225311602,1091,0.1383975026014568,1,2,0.24242313209808733,1,431,3,0.14795918367346939,90,2,4,0.06870368828064846,3,0.2553191489361702,13964,17810,7,0.16122448979591836,0.30528846153846156,12,3,4,80,0,25,2,3,7,1,0,7,0
52,0.14956855225311602,723,0.1383975026014568,8,4,0.13577586206896552,1,433,3,0.17006802721088435,85,2,2,0.16095890410958943,2,0.12481426448736999,4941,17747,2,0.16122448979591836,0.10436432637571158,15,3,1,80,0,11,3,2,8,2,7,7,1
27,0.14956855225311602,1220,0.1383975026014568,5,3,0.14686468646864687,1,434,3,0.14795918367346939,85,3,1,0.16095890410958943,2,0.2553191489361702,2478,20938,1,0.16122448979591836,0.30528846153846156,12,3,2,80,0,4,2,2,4,3,1,2,0
32,0.14956855225311602,588,0.2062780269058296,8,2,0.24242313209808733,1,436,3,0.14795918367346939,65,2,2,0.17484662576687046,2,0.12481426448736999,5228,24624,1,0.16122448979591836,0.30528846153846156,11,3,4,80,0,13,2,3,13,12,11,9,0
27,0.14956855225311602,1377,0.2062780269058296,2,3,0.14686468646864687,1,437,4,0.17006802721088435,74,3,2,0.17484662576687046,3,0.2553191489361702,4478,5242,1,0.16122448979591836,0.30528846153846156,11,3,1,80,0,5,3,3,5,4,0,4,0
31,0.14956855225311602,691,0.2062780269058296,7,3,0.22012573203437844,1,438,4,0.17006802721088435,73,3,2,0.17484662576687046,4,0.10091743119266336,7547,7143,4,0.16122448979591836,0.10436432637571158,12,3,4,80,3,13,3,3,7,7,1,7,0
32,0.14956855225311602,1018,0.1383975026014568,2,4,0.13577586206896552,1,439,1,0.14795918367346939,74,4,2,0.16095890410958943,4,0.2553191489361702,5055,10557,7,0.16122448979591836,0.10436432637571158,16,3,3,80,0,10,0,2,7,7,0,7,0
28,0.14956855225311602,1157,0.1383975026014568,2,4,0.13577586206896552,1,440,1,0.17006802721088435,84,1,1,0.16095890410958943,4,0.12481426448736999,3464,24737,5,0.16122448979591836,0.30528846153846156,13,3,4,80,0,5,4,2,3,2,2,2,1
30,0.14956855225311602,1275,0.1383975026014568,28,2,0.13577586206896552,1,441,4,0.14795918367346939,64,3,2,0.16095890410958943,4,0.12481426448736999,5775,11934,1,0.16122448979591836,0.10436432637571158,13,3,4,80,2,11,2,3,10,8,1,9,0
31,0.2490974729235817,798,0.1383975026014568,7,2,0.14686468646864687,1,442,3,0.14795918367346939,48,2,3,0.06896586105729074,3,0.12481426448736999,8943,14034,1,0.16122448979591836,0.10436432637571158,24,4,1,80,1,10,2,3,10,9,8,9,0
39,0.2490974729235817,672,0.1383975026014568,7,2,0.13577586206896552,1,444,3,0.17006802721088435,54,2,5,0.04905041685272943,4,0.12481426448736999,19272,21141,1,0.16122448979591836,0.10436432637571158,15,3,1,80,1,21,2,3,21,9,13,3,0
39,0.14956855225311602,1162,0.2062780269058296,3,2,0.13577586206896552,1,445,4,0.14795918367346939,41,3,2,0.17484662576687046,3,0.12481426448736999,5238,17778,4,0.16122448979591836,0.30528846153846156,18,3,1,80,0,12,3,2,1,0,0,0,1
33,0.2490974729235817,508,0.2062780269058296,10,3,0.22012573203437844,1,446,2,0.17006802721088435,46,2,2,0.17484662576687046,4,0.2553191489361702,4682,4317,3,0.16122448979591836,0.10436432637571158,14,3,3,80,0,9,6,2,7,7,0,1,0
47,0.14956855225311602,1482,0.1383975026014568,5,5,0.14686468646864687,1,447,4,0.17006802721088435,42,3,5,0.02533683182797013,3,0.12481426448736999,18300,16375,4,0.16122448979591836,0.10436432637571158,11,3,2,80,1,21,2,3,3,2,1,1,0
43,0.2490974729235817,559,0.1383975026014568,10,4,0.14686468646864687,1,448,3,0.14795918367346939,82,2,2,0.23938223937897848,3,0.10091743119266336,5257,6227,1,0.16122448979591836,0.10436432637571158,11,3,2,80,1,9,3,4,9,7,0,0,0
27,0.08000018359368788,210,0.2062780269058296,1,1,0.22012573203437844,1,449,3,0.17006802721088435,73,3,2,0.17484662576687046,2,0.12481426448736999,6349,22107,0,0.16122448979591836,0.30528846153846156,13,3,4,80,1,6,0,3,5,4,1,4,0
54,0.2490974729235817,928,0.1383975026014568,20,4,0.14686468646864687,1,450,4,0.14795918367346939,31,3,2,0.16095890410958943,3,0.2553191489361702,4869,16885,3,0.16122448979591836,0.10436432637571158,12,3,4,80,0,20,4,2,4,3,0,3,0
43,0.14956855225311602,1001,0.1383975026014568,7,3,0.14686468646864687,1,451,3,0.14795918367346939,43,3,3,0.06870368828064846,1,0.12481426448736999,9985,9262,8,0.16122448979591836,0.10436432637571158,16,3,1,80,1,10,1,2,1,0,0,0,0
45,0.14956855225311602,549,0.1383975026014568,8,4,0.13420118338933018,1,452,4,0.17006802721088435,75,3,2,0.16095890410958943,4,0.12481426448736999,3697,9278,9,0.16122448979591836,0.10436432637571158,14,3,1,80,2,12,3,3,10,9,9,8,0
40,0.14956855225311602,1124,0.2062780269058296,1,2,0.13577586206896552,1,453,2,0.17006802721088435,57,1,2,0.17484662576687046,4,0.12481426448736999,7457,13273,2,0.16122448979591836,0.30528846153846156,22,4,3,80,3,6,2,2,4,3,0,2,0
29,0.14956855225311602,318,0.1383975026014568,8,4,0.13420118338933018,1,454,2,0.17006802721088435,77,1,1,0.23938223937897848,1,0.12481426448736999,2119,4759,1,0.16122448979591836,0.30528846153846156,11,3,4,80,0,7,4,2,7,7,0,7,1
29,0.14956855225311602,738,0.1383975026014568,9,5,0.13420118338933018,1,455,2,0.17006802721088435,30,2,1,0.23938223937897848,4,0.2553191489361702,3983,7621,0,0.16122448979591836,0.10436432637571158,17,3,3,80,0,4,2,3,3,2,2,2,0
30,0.14956855225311602,570,0.2062780269058296,5,3,0.22012573203437844,1,456,4,0.14795918367346939,30,2,2,0.17484662576687046,3,0.10091743119266336,6118,5431,1,0.16122448979591836,0.10436432637571158,13,3,3,80,3,10,2,3,10,9,1,2,0
27,0.14956855225311602,1130,0.2062780269058296,8,4,0.22012573203437844,1,458,2,0.14795918367346939,56,3,2,0.17484662576687046,2,0.12481426448736999,6214,3415,1,0.16122448979591836,0.10436432637571158,18,3,1,80,1,8,3,3,8,7,0,7,0
37,0.14956855225311602,1192,0.1383975026014568,5,2,0.13577586206896552,1,460,4,0.17006802721088435,61,3,2,0.06896586105729074,4,0.10091743119266336,6347,23177,7,0.16122448979591836,0.10436432637571158,16,3,3,80,2,8,2,2,6,2,0,4,0
38,0.14956855225311602,343,0.1383975026014568,15,2,0.14686468646864687,1,461,3,0.17006802721088435,92,2,3,0.02533683182797013,4,0.10091743119266336,11510,15682,0,0.16122448979591836,0.30528846153846156,14,3,2,80,1,12,3,3,11,10,2,9,0
31,0.14956855225311602,1232,0.1383975026014568,7,4,0.13577586206896552,1,462,3,0.14795918367346939,39,3,3,0.06896586105729074,4,0.2553191489361702,7143,25713,1,0.16122448979591836,0.30528846153846156,14,3,3,80,0,11,2,2,11,9,4,10,0
29,0.14956855225311602,144,0.2062780269058296,10,1,0.22012573203437844,1,463,4,0.14795918367346939,39,2,2,0.17484662576687046,2,0.10091743119266336,8268,11866,1,0.16122448979591836,0.30528846153846156,14,3,1,80,2,7,2,3,7,7,1,7,0
35,0.14956855225311602,1296,0.1383975026014568,5,4,0.24242313209808733,1,464,3,0.17006802721088435,62,3,3,0.06896586105729074,2,0.2553191489361702,8095,18264,0,0.16122448979591836,0.10436432637571158,13,3,4,80,0,17,5,3,16,6,0,13,0
23,0.14956855225311602,1309,0.1383975026014568,26,1,0.14686468646864687,1,465,3,0.17006802721088435,83,3,1,0.16095890410958943,4,0.10091743119266336,2904,16092,1,0.16122448979591836,0.10436432637571158,12,3,3,80,2,4,2,2,4,2,0,2,0
41,0.14956855225311602,483,0.1383975026014568,6,3,0.13577586206896552,1,466,4,0.17006802721088435,95,2,2,0.06896586105729074,2,0.2553191489361702,6032,10110,6,0.16122448979591836,0.30528846153846156,15,3,4,80,0,8,3,3,5,4,1,2,0
47,0.2490974729235817,1309,0.2062780269058296,4,1,0.13577586206896552,1,467,2,0.17006802721088435,99,3,2,0.3971571172349599,3,0.2553191489361702,2976,25751,3,0.16122448979591836,0.10436432637571158,19,3,1,80,0,5,3,3,0,0,0,0,0
42,0.14956855225311602,810,0.1383975026014568,23,5,0.14686468646864687,1,468,1,0.14795918367346939,44,3,4,0.02533683182797013,4,0.2553191489361702,15992,15901,2,0.16122448979591836,0.10436432637571158,14,3,2,80,0,16,2,3,1,0,0,0,0
29,0.08000018359368788,746,0.2062780269058296,2,3,0.14686468646864687,1,469,4,0.17006802721088435,61,3,2,0.17484662576687046,3,0.12481426448736999,4649,16928,1,0.16122448979591836,0.10436432637571158,14,3,1,80,1,4,3,2,4,3,0,2,0
42,0.14956855225311602,544,0.19008460036286423,2,1,0.24242313209808733,1,470,3,0.17006802721088435,52,3,1,0.22804546072229726,3,0.10091743119266336,2696,24017,0,0.16122448979591836,0.30528846153846156,11,3,3,80,1,4,5,3,3,2,1,0,0
32,0.14956855225311602,1062,0.1383975026014568,2,3,0.13577586206896552,1,471,3,0.14795918367346939,75,3,1,0.23938223937897848,2,0.12481426448736999,2370,3956,1,0.16122448979591836,0.10436432637571158,13,3,3,80,1,8,4,3,8,0,0,7,0
48,0.14956855225311602,530,0.2062780269058296,29,1,0.13577586206896552,1,473,1,0.14795918367346939,91,3,3,0.04905041685272943,3,0.12481426448736999,12504,23978,3,0.16122448979591836,0.10436432637571158,21,4,2,80,1,15,3,1,0,0,0,0,0
37,0.14956855225311602,1319,0.1383975026014568,6,3,0.13577586206896552,1,474,3,0.17006802721088435,51,4,2,0.16095890410958943,1,0.10091743119266336,5974,17001,4,0.16122448979591836,0.30528846153846156,13,3,1,80,2,13,2,3,7,7,6,7,0
30,0.08000018359368788,641,0.2062780269058296,25,2,0.24242313209808733,1,475,4,0.14795918367346939,85,3,2,0.17484662576687046,3,0.12481426448736999,4736,6069,7,0.16122448979591836,0.30528846153846156,12,3,2,80,1,4,2,4,2,2,2,2,0
26,0.14956855225311602,933,0.2062780269058296,1,3,0.14686468646864687,1,476,3,0.17006802721088435,57,3,2,0.17484662576687046,3,0.12481426448736999,5296,20156,1,0.16122448979591836,0.10436432637571158,17,3,2,80,1,8,3,3,8,7,7,7,0
42,0.14956855225311602,1332,0.1383975026014568,2,4,0.13420118338933018,1,477,1,0.17006802721088435,98,2,2,0.06870368828064846,4,0.2553191489361702,6781,17078,3,0.16122448979591836,0.10436432637571158,23,4,2,80,0,14,6,3,1,0,0,0,0
21,0.2490974729235817,756,0.2062780269058296,1,1,0.24242313209808733,1,478,1,0.14795918367346939,99,2,1,0.3971571172349599,2,0.2553191489361702,2174,9150,1,0.16122448979591836,0.30528846153846156,11,3,3,80,0,3,3,3,3,2,1,2,1
36,0.08000018359368788,845,0.2062780269058296,1,5,0.13577586206896552,1,479,4,0.14795918367346939,45,3,2,0.17484662576687046,4,0.2553191489361702,6653,15276,4,0.16122448979591836,0.10436432637571158,15,3,2,80,0,7,6,3,1,0,0,0,0
36,0.2490974729235817,541,0.2062780269058296,3,4,0.13577586206896552,1,481,1,0.17006802721088435,48,2,3,0.17484662576687046,4,0.12481426448736999,9699,7246,4,0.16122448979591836,0.10436432637571158,11,3,1,80,1,16,2,3,13,9,1,12,0
57,0.14956855225311602,593,0.1383975026014568,1,4,0.13577586206896552,1,482,4,0.17006802721088435,88,3,2,0.06870368828064846,3,0.12481426448736999,6755,2967,2,0.16122448979591836,0.10436432637571158,11,3,3,80,0,15,2,3,3,2,1,2,0
40,0.14956855225311602,1171,0.1383975026014568,10,4,0.14686468646864687,1,483,4,0.14795918367346939,46,4,1,0.23938223937897848,3,0.12481426448736999,2213,22495,3,0.16122448979591836,0.30528846153846156,13,3,3,80,1,10,3,3,7,7,1,7,0
21,0.08000018359368788,895,0.2062780269058296,9,2,0.13577586206896552,1,484,1,0.17006802721088435,39,3,1,0.3971571172349599,4,0.2553191489361702,2610,2851,1,0.16122448979591836,0.10436432637571158,24,4,3,80,0,3,3,2,3,2,2,2,0
33,0.14956855225311602,350,0.2062780269058296,5,3,0.22012573203437844,1,485,4,0.14795918367346939,34,3,1,0.3971571172349599,3,0.2553191489361702,2851,9150,1,0.16122448979591836,0.30528846153846156,13,3,2,80,0,1,2,3,1,0,0,0,1
37,0.14956855225311602,921,0.1383975026014568,10,3,0.13577586206896552,1,486,3,0.14795918367346939,98,3,1,0.23938223937897848,1,0.12481426448736999,3452,17663,6,0.16122448979591836,0.10436432637571158,20,4,2,80,1,17,3,3,5,4,0,3,0
46,0.08000018359368788,1144,0.1383975026014568,7,4,0.13577586206896552,1,487,3,0.14795918367346939,30,3,2,0.06896586105729074,3,0.12481426448736999,5258,16044,2,0.16122448979591836,0.10436432637571158,14,3,3,80,0,7,2,4,1,0,0,0,0
41,0.2490974729235817,143,0.2062780269058296,4,3,0.22012573203437844,1,488,1,0.17006802721088435,56,3,2,0.17484662576687046,2,0.2553191489361702,9355,9558,1,0.16122448979591836,0.10436432637571158,18,3,3,80,0,8,5,3,8,7,7,7,1
50,0.14956855225311602,1046,0.1383975026014568,10,3,0.24242313209808733,1,491,4,0.17006802721088435,100,2,3,0.06870368828064846,4,0.2553191489361702,10496,2755,6,0.16122448979591836,0.10436432637571158,15,3,4,80,0,20,2,3,4,3,1,3,0
40,0.14956855225311602,575,0.2062780269058296,22,2,0.22012573203437844,1,492,3,0.17006802721088435,68,2,2,0.17484662576687046,3,0.12481426448736999,6380,6110,2,0.16122448979591836,0.30528846153846156,12,3,1,80,2,8,6,3,6,4,1,0,1
31,0.14956855225311602,408,0.1383975026014568,9,4,0.14686468646864687,1,493,3,0.17006802721088435,42,2,1,0.16095890410958943,2,0.2553191489361702,2657,7551,0,0.16122448979591836,0.30528846153846156,16,3,4,80,0,3,5,3,2,2,2,2,0
21,0.14956855225311602,156,0.2062780269058296,12,3,0.14686468646864687,1,494,3,0.14795918367346939,90,4,1,0.3971571172349599,2,0.2553191489361702,2716,25422,1,0.16122448979591836,0.10436432637571158,15,3,4,80,0,1,0,3,1,0,0,0,1
29,0.14956855225311602,1283,0.1383975026014568,23,3,0.14686468646864687,1,495,4,0.17006802721088435,54,3,1,0.16095890410958943,4,0.2553191489361702,2201,18168,9,0.16122448979591836,0.10436432637571158,16,3,4,80,0,6,4,3,3,2,1,2,0
35,0.14956855225311602,755,0.1383975026014568,9,4,0.14686468646864687,1,496,3,0.17006802721088435,97,2,2,0.06870368828064846,2,0.2553191489361702,6540,19394,9,0.16122448979591836,0.10436432637571158,19,3,3,80,0,10,5,3,1,1,0,0,0
27,0.14956855225311602,1469,0.1383975026014568,1,2,0.13577586206896552,1,497,4,0.17006802721088435,82,3,1,0.23938223937897848,2,0.10091743119266336,3816,17881,1,0.16122448979591836,0.10436432637571158,11,3,2,80,1,5,2,3,5,2,0,4,0
28,0.14956855225311602,304,0.2062780269058296,9,4,0.14686468646864687,1,498,2,0.17006802721088435,92,3,2,0.17484662576687046,4,0.2553191489361702,5253,20750,1,0.16122448979591836,0.10436432637571158,16,3,4,80,0,7,1,3,7,5,0,7,0
49,0.14956855225311602,1261,0.1383975026014568,7,3,0.13420118338933018,1,499,2,0.17006802721088435,31,2,3,0.06870368828064846,3,0.2553191489361702,10965,12066,8,0.16122448979591836,0.10436432637571158,24,4,3,80,0,26,2,3,5,2,0,0,0
51,0.14956855225311602,1178,0.2062780269058296,14,2,0.14686468646864687,1,500,3,0.14795918367346939,87,3,2,0.17484662576687046,4,0.12481426448736999,4936,14862,4,0.16122448979591836,0.10436432637571158,11,3,3,80,1,18,2,2,7,7,0,7,0
36,0.14956855225311602,329,0.1383975026014568,2,3,0.14686468646864687,1,501,4,0.14795918367346939,96,3,1,0.16095890410958943,3,0.12481426448736999,2543,11868,4,0.16122448979591836,0.10436432637571158,13,3,2,80,1,6,3,3,2,2,2,2,0
34,0.08000018359368788,1362,0.2062780269058296,19,3,0.22012573203437844,1,502,1,0.17006802721088435,67,4,2,0.17484662576687046,4,0.2553191489361702,5304,4652,8,0.16122448979591836,0.30528846153846156,13,3,2,80,0,9,3,2,5,2,0,4,1
55,0.14956855225311602,1311,0.1383975026014568,2,3,0.14686468646864687,1,505,3,0.14795918367346939,97,3,4,0.04905041685272943,4,0.2553191489361702,16659,23258,2,0.16122448979591836,0.30528846153846156,13,3,3,80,0,30,2,3,5,4,1,2,0
24,0.14956855225311602,1371,0.2062780269058296,10,4,0.22012573203437844,1,507,4,0.14795918367346939,77,3,2,0.17484662576687046,3,0.10091743119266336,4260,5915,1,0.16122448979591836,0.30528846153846156,12,3,4,80,1,5,2,4,5,2,0,3,0
30,0.14956855225311602,202,0.2062780269058296,2,1,0.24242313209808733,1,508,3,0.17006802721088435,72,3,1,0.3971571172349599,2,0.12481426448736999,2476,17434,1,0.16122448979591836,0.10436432637571158,18,3,1,80,1,1,3,3,1,0,0,0,0
26,0.2490974729235817,575,0.1383975026014568,3,1,0.24242313209808733,1,510,3,0.17006802721088435,73,3,1,0.16095890410958943,1,0.2553191489361702,3102,6582,0,0.16122448979591836,0.10436432637571158,22,4,3,80,0,7,2,3,6,4,0,4,1
22,0.14956855225311602,253,0.1383975026014568,11,3,0.13577586206896552,1,511,1,0.14795918367346939,43,3,1,0.16095890410958943,2,0.12481426448736999,2244,24440,1,0.16122448979591836,0.10436432637571158,13,3,4,80,1,2,1,3,2,1,1,2,0
36,0.14956855225311602,164,0.2062780269058296,2,2,0.13577586206896552,1,513,2,0.17006802721088435,61,2,3,0.17484662576687046,3,0.12481426448736999,7596,3809,1,0.16122448979591836,0.10436432637571158,13,3,2,80,2,10,2,3,10,9,9,0,0
30,0.2490974729235817,464,0.1383975026014568,4,3,0.24242313209808733,1,514,3,0.17006802721088435,40,3,1,0.16095890410958943,4,0.2553191489361702,2285,3427,9,0.16122448979591836,0.30528846153846156,23,4,3,80,0,3,4,3,1,0,0,0,1
37,0.14956855225311602,1107,0.1383975026014568,14,3,0.14686468646864687,1,515,4,0.14795918367346939,95,3,1,0.23938223937897848,1,0.10091743119266336,3034,26914,1,0.16122448979591836,0.10436432637571158,12,3,3,80,1,18,2,2,18,7,12,17,0
40,0.14956855225311602,759,0.2062780269058296,2,2,0.22012573203437844,1,516,4,0.14795918367346939,46,3,2,0.17484662576687046,2,0.10091743119266336,5715,22553,7,0.16122448979591836,0.10436432637571158,12,3,3,80,2,8,5,3,5,4,1,3,0
42,0.14956855225311602,201,0.1383975026014568,1,4,0.14686468646864687,1,517,2,0.14795918367346939,95,3,1,0.23938223937897848,1,0.10091743119266336,2576,20490,3,0.16122448979591836,0.10436432637571158,16,3,2,80,1,8,5,3,5,2,1,2,0
37,0.14956855225311602,1305,0.1383975026014568,10,4,0.14686468646864687,1,518,3,0.17006802721088435,49,3,2,0.06896586105729074,2,0.2553191489361702,4197,21123,2,0.16122448979591836,0.30528846153846156,12,3,4,80,0,18,2,2,1,0,0,1,0
43,0.14956855225311602,982,0.1383975026014568,12,3,0.14686468646864687,1,520,1,0.17006802721088435,59,2,4,0.02533683182797013,2,0.10091743119266336,14336,4345,1,0.16122448979591836,0.10436432637571158,11,3,3,80,1,25,3,3,25,10,3,9,0
40,0.14956855225311602,555,0.1383975026014568,2,3,0.13577586206896552,1,521,2,0.14795918367346939,78,2,2,0.23938223937897848,3,0.12481426448736999,3448,13436,6,0.16122448979591836,0.10436432637571158,22,4,2,80,1,20,3,3,1,0,0,0,0
54,0.14956855225311602,821,0.1383975026014568,5,2,0.13577586206896552,1,522,1,0.17006802721088435,86,3,5,0.02533683182797013,1,0.12481426448736999,19406,8509,4,0.16122448979591836,0.10436432637571158,11,3,3,80,1,24,4,2,4,2,1,2,0
34,0.08000018359368788,1381,0.2062780269058296,4,4,0.22012573203437844,1,523,3,0.14795918367346939,72,3,2,0.17484662576687046,3,0.12481426448736999,6538,12740,9,0.16122448979591836,0.10436432637571158,15,3,1,80,1,6,3,3,3,2,1,2,0
31,0.14956855225311602,480,0.1383975026014568,7,2,0.13577586206896552,1,524,2,0.14795918367346939,31,3,2,0.06896586105729074,1,0.12481426448736999,4306,4156,1,0.16122448979591836,0.10436432637571158,12,3,2,80,1,13,5,1,13,10,3,12,0
43,0.2490974729235817,313,0.1383975026014568,21,3,0.13577586206896552,1,525,4,0.17006802721088435,61,3,1,0.23938223937897848,4,0.12481426448736999,2258,15238,7,0.16122448979591836,0.10436432637571158,20,4,1,80,1,8,1,3,3,2,1,2,0
43,0.14956855225311602,1473,0.1383975026014568,8,4,0.13420118338933018,1,526,3,0.14795918367346939,74,3,2,0.06870368828064846,3,0.10091743119266336,4522,2227,4,0.16122448979591836,0.30528846153846156,14,3,4,80,0,8,3,3,5,2,0,2,0
25,0.14956855225311602,891,0.2062780269058296,4,2,0.14686468646864687,1,527,2,0.14795918367346939,99,2,2,0.17484662576687046,4,0.2553191489361702,4487,12090,1,0.16122448979591836,0.30528846153846156,11,3,2,80,0,5,3,3,5,4,1,3,0
37,0.08000018359368788,1063,0.1383975026014568,25,5,0.13577586206896552,1,529,2,0.14795918367346939,72,3,2,0.16095890410958943,3,0.12481426448736999,4449,23866,3,0.16122448979591836,0.30528846153846156,15,3,1,80,2,15,2,3,13,11,10,7,0
31,0.14956855225311602,329,0.1383975026014568,1,2,0.14686468646864687,1,530,4,0.17006802721088435,98,2,1,0.23938223937897848,1,0.12481426448736999,2218,16193,1,0.16122448979591836,0.10436432637571158,12,3,3,80,1,4,3,3,4,2,3,2,0
39,0.2490974729235817,1218,0.1383975026014568,1,1,0.14686468646864687,1,531,2,0.17006802721088435,52,3,5,0.04905041685272943,3,0.10091743119266336,19197,8213,1,0.16122448979591836,0.30528846153846156,14,3,3,80,1,21,3,3,21,8,1,6,0
56,0.2490974729235817,906,0.2062780269058296,6,3,0.14686468646864687,1,532,3,0.14795918367346939,86,4,4,0.17484662576687046,1,0.12481426448736999,13212,18256,9,0.16122448979591836,0.10436432637571158,11,3,4,80,3,36,0,2,7,7,7,7,0
30,0.14956855225311602,1082,0.2062780269058296,12,3,0.24242313209808733,1,533,2,0.14795918367346939,83,3,2,0.17484662576687046,3,0.2553191489361702,6577,19558,0,0.16122448979591836,0.10436432637571158,11,3,2,80,0,6,6,3,5,4,4,4,0
41,0.14956855225311602,645,0.2062780269058296,1,3,0.22012573203437844,1,534,2,0.17006802721088435,49,4,3,0.17484662576687046,1,0.12481426448736999,8392,19566,1,0.16122448979591836,0.10436432637571158,16,3,3,80,1,10,2,3,10,7,0,7,0
28,0.14956855225311602,1300,0.1383975026014568,17,2,0.13577586206896552,1,536,3,0.17006802721088435,79,3,2,0.23938223937897848,1,0.10091743119266336,4558,13535,1,0.16122448979591836,0.10436432637571158,12,3,4,80,1,10,2,3,10,0,1,8,0
25,0.14956855225311602,688,0.1383975026014568,3,3,0.13577586206896552,1,538,1,0.17006802721088435,91,3,1,0.23938223937897848,1,0.12481426448736999,4031,9396,5,0.16122448979591836,0.10436432637571158,13,3,3,80,1,6,5,3,2,2,0,2,1
52,0.14956855225311602,319,0.1383975026014568,3,3,0.13577586206896552,1,543,4,0.17006802721088435,39,2,3,0.06896586105729074,3,0.12481426448736999,7969,19609,2,0.16122448979591836,0.30528846153846156,14,3,3,80,0,28,4,3,5,4,0,4,0
45,0.14956855225311602,192,0.1383975026014568,10,2,0.14686468646864687,1,544,1,0.17006802721088435,69,3,1,0.16095890410958943,4,0.12481426448736999,2654,9655,3,0.16122448979591836,0.10436432637571158,21,4,4,80,2,8,3,2,2,2,0,2,0
52,0.14956855225311602,1490,0.1383975026014568,4,2,0.14686468646864687,1,546,4,0.14795918367346939,30,3,4,0.04905041685272943,4,0.12481426448736999,16555,10310,2,0.16122448979591836,0.10436432637571158,13,3,4,80,0,31,2,1,5,2,1,4,0
